sample,cluster,methylation_class
SAMPLE 1998,4,"EPN, SPINE"
SAMPLE 1999,6,SFT HMPC
SAMPLE 2000,1,"MB, SHH INF"
SAMPLE 2001,2,"ATRT, SHH"
SAMPLE 2002,4,"EPN, PF B"
SAMPLE 2003,11,"EPN, PF B"
SAMPLE 2004,11,"SUBEPN, PF"
SAMPLE 2005,3,"SUBEPN, PF"
SAMPLE 2006,4,"EPN, PF B"
SAMPLE 2007,4,"EPN, PF B"
SAMPLE 2008,4,"EPN, PF B"
SAMPLE 2009,4,"SUBEPN, PF"
SAMPLE 2010,11,"EPN, PF B"
SAMPLE 2011,4,"SUBEPN, PF"
SAMPLE 2012,11,"EPN, PF B"
SAMPLE 2013,11,"EPN, PF B"
SAMPLE 2014,12,A IDH
SAMPLE 2015,3,"GBM, RTK II"
SAMPLE 2016,3,"GBM, RTK I"
SAMPLE 2017,3,"GBM, MES"
SAMPLE 2018,4,"LGG, DNT"
SAMPLE 2019,14,"GBM, RTK II"
SAMPLE 2020,4,"LGG, PA PF"
SAMPLE 2021,3,"GBM, RTK II"
SAMPLE 2022,11,"EPN, PF A"
SAMPLE 2023,7,"GBM, G34"
SAMPLE 2024,4,"LGG, PA PF"
SAMPLE 2025,12,A IDH
SAMPLE 2026,12,O IDH
SAMPLE 2027,2,"ATRT, MYC"
SAMPLE 2028,2,"ATRT, SHH"
SAMPLE 2029,2,"ATRT, MYC"
SAMPLE 2030,4,"LGG, SEGA"
SAMPLE 2031,12,O IDH
SAMPLE 2032,12,A IDH
SAMPLE 2033,12,O IDH
SAMPLE 2034,12,A IDH
SAMPLE 2035,12,A IDH
SAMPLE 2036,12,A IDH
SAMPLE 2037,14,"DMG, K27"
SAMPLE 2038,3,"GBM, RTK II"
SAMPLE 2039,4,"EPN, PF B"
SAMPLE 2040,4,"EPN, YAP"
SAMPLE 2041,11,"HGNET, BCOR"
SAMPLE 2042,4,"HGNET, MN1"
SAMPLE 2043,4,"SUBEPN, PF"
SAMPLE 2044,4,"EPN, PF B"
SAMPLE 2045,4,"EPN, PF B"
SAMPLE 2046,11,"EPN, PF B"
SAMPLE 2047,4,"EPN, PF B"
SAMPLE 2048,4,"EPN, PF B"
SAMPLE 2049,4,"LGG, SEGA"
SAMPLE 2050,3,"GBM, MES"
SAMPLE 2051,11,"HGNET, BCOR"
SAMPLE 2052,12,O IDH
SAMPLE 2053,12,O IDH
SAMPLE 2054,12,O IDH
SAMPLE 2055,3,"GBM, RTK II"
SAMPLE 2056,3,"GBM, MES"
SAMPLE 2057,4,"SUBEPN, SPINE"
SAMPLE 2058,6,EWS
SAMPLE 2059,12,O IDH
SAMPLE 2060,4,"LGG, PA PF"
SAMPLE 2061,13,"MB, WNT"
SAMPLE 2062,11,PXA
SAMPLE 2063,11,"HGNET, BCOR"
SAMPLE 2064,12,O IDH
SAMPLE 2065,14,"DMG, K27"
SAMPLE 2066,12,O IDH
SAMPLE 2067,3,"GBM, RTK I"
SAMPLE 2068,4,"EPN, YAP"
SAMPLE 2069,6,SFT HMPC
SAMPLE 2070,2,"ATRT, TYR"
SAMPLE 2071,2,"ATRT, SHH"
SAMPLE 2072,4,"EPN, PF B"
SAMPLE 2073,11,"EPN, PF B"
SAMPLE 2074,4,"EPN, PF B"
SAMPLE 2075,4,"EPN, PF B"
SAMPLE 2076,4,"EPN, PF B"
SAMPLE 2077,5,"PLEX, PED B"
SAMPLE 2078,2,"PLEX, PED B"
SAMPLE 2079,6,"PLEX, PED B"
SAMPLE 2080,6,"PLEX, PED B"
SAMPLE 2081,2,"PLEX, PED B"
SAMPLE 2082,6,"PLEX, AD"
SAMPLE 2083,5,"PLEX, PED B"
SAMPLE 2084,6,"PLEX, PED A"
SAMPLE 2085,6,"PLEX, PED A"
SAMPLE 2086,6,"PLEX, PED B"
SAMPLE 2087,2,"PLEX, PED B"
SAMPLE 2088,6,"PLEX, PED B"
SAMPLE 2089,6,"PLEX, PED A"
SAMPLE 2090,6,"PLEX, PED B"
SAMPLE 2091,6,"PLEX, PED B"
SAMPLE 2092,6,"PLEX, PED B"
SAMPLE 2093,6,"PLEX, AD"
SAMPLE 2094,6,"PLEX, PED A"
SAMPLE 2095,6,"PLEX, PED B"
SAMPLE 2096,6,"PLEX, PED A"
SAMPLE 2097,6,"PLEX, PED B"
SAMPLE 2098,6,"PLEX, AD"
SAMPLE 2099,6,"PLEX, PED B"
SAMPLE 2100,6,"PLEX, PED B"
SAMPLE 2101,6,"PLEX, PED B"
SAMPLE 2102,2,"PLEX, PED B"
SAMPLE 2103,6,"PLEX, PED B"
SAMPLE 2104,5,"PLEX, PED B"
SAMPLE 2105,6,"PLEX, PED A"
SAMPLE 2106,6,"PLEX, PED A"
SAMPLE 2107,6,"PLEX, PED A"
SAMPLE 2108,5,"PLEX, PED B"
SAMPLE 2109,5,"PLEX, PED B"
SAMPLE 2110,6,"PLEX, AD"
SAMPLE 2111,5,"PLEX, PED B"
SAMPLE 2112,6,"PLEX, PED B"
SAMPLE 2113,2,"PLEX, PED B"
SAMPLE 2114,6,"PLEX, PED B"
SAMPLE 2115,6,"PLEX, PED B"
SAMPLE 2116,6,"PLEX, PED B"
SAMPLE 2117,5,"PLEX, PED B"
SAMPLE 2118,6,"PLEX, PED B"
SAMPLE 2119,6,"PLEX, PED A"
SAMPLE 2120,6,"PLEX, PED A"
SAMPLE 2121,2,"PLEX, PED B"
SAMPLE 2122,6,"PLEX, PED B"
SAMPLE 2123,6,"PLEX, AD"
SAMPLE 2124,6,"PLEX, PED B"
SAMPLE 2125,5,"PLEX, PED B"
SAMPLE 2126,6,"PLEX, AD"
SAMPLE 2127,6,"PLEX, AD"
SAMPLE 2128,6,"PLEX, PED B"
SAMPLE 2129,4,"PLEX, AD"
SAMPLE 2130,6,"PLEX, PED B"
SAMPLE 2131,6,"PLEX, PED B"
SAMPLE 2132,6,"PLEX, PED B"
SAMPLE 2133,6,"PLEX, PED B"
SAMPLE 2134,6,"PLEX, AD"
SAMPLE 2135,5,"PLEX, PED B"
SAMPLE 2136,6,"PLEX, PED A"
SAMPLE 2137,6,"PLEX, PED B"
SAMPLE 2138,5,"PLEX, PED B"
SAMPLE 2139,3,"GBM, RTK I"
SAMPLE 2140,4,"EPN, SPINE"
SAMPLE 2141,13,"MB, G3"
SAMPLE 2142,3,"GBM, RTK II"
SAMPLE 2143,3,"GBM, RTK I"
SAMPLE 2144,3,"GBM, RTK I"
SAMPLE 2145,3,"GBM, RTK II"
SAMPLE 2146,12,A IDH
SAMPLE 2147,3,"GBM, MES"
SAMPLE 2148,4,DLGNT
SAMPLE 2149,7,"GBM, RTK III"
SAMPLE 2150,11,"GBM, MYCN"
SAMPLE 2151,11,"GBM, MYCN"
SAMPLE 2152,14,"GBM, MID"
SAMPLE 2153,7,"GBM, RTK III"
SAMPLE 2154,2,"ATRT, SHH"
SAMPLE 2155,2,"ATRT, SHH"
SAMPLE 2156,2,"ATRT, TYR"
SAMPLE 2157,2,"ATRT, MYC"
SAMPLE 2158,2,"ATRT, TYR"
SAMPLE 2159,2,"ATRT, SHH"
SAMPLE 2160,2,"ATRT, MYC"
SAMPLE 2161,2,"ATRT, TYR"
SAMPLE 2162,6,"PTPR, B"
SAMPLE 2163,6,"PTPR, B"
SAMPLE 2164,6,"PTPR, B"
SAMPLE 2165,11,"EPN, PF B"
SAMPLE 2166,4,PITUI
SAMPLE 2167,11,"EPN, PF B"
SAMPLE 2168,4,"EPN, PF B"
SAMPLE 2169,3,"GBM, MES"
SAMPLE 2170,7,"GBM, G34"
SAMPLE 2171,14,"GBM, MID"
SAMPLE 2172,3,"GBM, RTK II"
SAMPLE 2173,12,O IDH
SAMPLE 2174,3,"GBM, RTK II"
SAMPLE 2175,3,"GBM, MES"
SAMPLE 2176,4,PXA
SAMPLE 2177,4,PXA
SAMPLE 2178,4,PXA
SAMPLE 2179,8,"A IDH, HG"
SAMPLE 2180,3,"GBM, RTK I"
SAMPLE 2181,3,"GBM, MES"
SAMPLE 2182,5,"PIN T, PPT"
SAMPLE 2183,4,"EPN, SPINE"
SAMPLE 2184,12,O IDH
SAMPLE 2185,12,A IDH
SAMPLE 2186,10,"CNS NB, FOXR2"
SAMPLE 2187,2,"ATRT, SHH"
SAMPLE 2188,6,"CPH, ADM"
SAMPLE 2189,6,"CPH, ADM"
SAMPLE 2190,6,"CPH, ADM"
SAMPLE 2191,6,"CPH, ADM"
SAMPLE 2192,6,"CPH, PAP"
SAMPLE 2193,6,"CPH, ADM"
SAMPLE 2194,6,"CPH, ADM"
SAMPLE 2195,6,"CPH, ADM"
SAMPLE 2196,6,"CPH, PAP"
SAMPLE 2197,6,"CPH, PAP"
SAMPLE 2198,4,PXA
SAMPLE 2199,14,"GBM, MID"
SAMPLE 2200,3,"GBM, RTK II"
SAMPLE 2201,12,O IDH
SAMPLE 2202,3,"GBM, RTK II"
SAMPLE 2203,3,"GBM, RTK II"
SAMPLE 2204,3,"GBM, MES"
SAMPLE 2205,6,"EFT, CIC"
SAMPLE 2206,13,"MB, SHH INF"
SAMPLE 2207,4,"LGG, MYB"
SAMPLE 2208,4,"LGG, DIG/DIA"
SAMPLE 2209,11,"HGNET, BCOR"
SAMPLE 2210,12,A IDH
SAMPLE 2211,3,"GBM, RTK II"
SAMPLE 2212,4,"EPN, MPE"
SAMPLE 2213,3,"GBM, MES"
SAMPLE 2214,2,MELAN
SAMPLE 2215,9,ETMR
SAMPLE 2216,12,A IDH
SAMPLE 2217,4,"CONTR, REACT"
SAMPLE 2218,3,"GBM, RTK I"
SAMPLE 2219,11,"HGNET, BCOR"
SAMPLE 2220,4,PXA
SAMPLE 2221,3,"GBM, MES"
SAMPLE 2222,11,"EPN, PF A"
SAMPLE 2223,11,"EPN, PF A"
SAMPLE 2224,11,"EPN, RELA"
SAMPLE 2225,2,"ATRT, TYR"
SAMPLE 2226,1,"MB, SHH INF"
SAMPLE 2227,6,"PTPR, B"
SAMPLE 2228,12,A IDH
SAMPLE 2229,4,"LGG, DNT"
SAMPLE 2230,5,"PIN T, PPT"
SAMPLE 2231,3,"GBM, RTK II"
SAMPLE 2232,3,"GBM, RTK I"
SAMPLE 2233,12,O IDH
SAMPLE 2234,6,"EFT, CIC"
SAMPLE 2235,12,A IDH
SAMPLE 2236,12,O IDH
SAMPLE 2237,5,PLASMA
SAMPLE 2238,6,SFT HMPC
SAMPLE 2239,4,"LGG, RGNT"
SAMPLE 2240,12,O IDH
SAMPLE 2241,12,A IDH
SAMPLE 2242,12,A IDH
SAMPLE 2243,12,A IDH
SAMPLE 2244,12,A IDH
SAMPLE 2245,12,A IDH
SAMPLE 2246,12,A IDH
SAMPLE 2247,4,"EPN, SPINE"
SAMPLE 2248,3,"GBM, RTK II"
SAMPLE 2249,8,"A IDH, HG"
SAMPLE 2250,5,"EFT, CIC"
SAMPLE 2251,5,PLASMA
SAMPLE 2252,4,"EPN, SPINE"
SAMPLE 2253,12,O IDH
SAMPLE 2254,3,"GBM, RTK II"
SAMPLE 2255,14,"GBM, MID"
SAMPLE 2256,3,"GBM, RTK II"
SAMPLE 2257,5,PLASMA
SAMPLE 2258,4,"LGG, PA MID"
SAMPLE 2259,3,"GBM, RTK I"
SAMPLE 2260,12,O IDH
SAMPLE 2261,5,"PIN T,  PB A"
SAMPLE 2262,13,"MB, G4"
SAMPLE 2263,4,"LGG, PA PF"
SAMPLE 2264,12,A IDH
SAMPLE 2265,11,"HGNET, MN1"
SAMPLE 2266,4,HMB
SAMPLE 2267,4,HMB
SAMPLE 2268,12,A IDH
SAMPLE 2269,3,ANA PA
SAMPLE 2270,6,CHORDM
SAMPLE 2271,6,CHORDM
SAMPLE 2272,6,CHORDM
SAMPLE 2273,13,"MB, G4"
SAMPLE 2274,3,"GBM, MES"
SAMPLE 2275,3,"GBM, RTK I"
SAMPLE 2276,3,"GBM, RTK I"
SAMPLE 2277,3,"GBM, RTK II"
SAMPLE 2278,3,"GBM, RTK II"
SAMPLE 2279,3,"GBM, RTK I"
SAMPLE 2280,3,"GBM, MES"
SAMPLE 2281,4,"CONTR, INFLAM"
SAMPLE 2282,3,"GBM, RTK II"
SAMPLE 2283,4,"CONTR, INFLAM"
SAMPLE 2284,3,"GBM, MES"
SAMPLE 2285,2,EWS
SAMPLE 2286,3,"GBM, RTK II"
SAMPLE 2287,7,"GBM, RTK I"
SAMPLE 2288,13,"MB, G4"
SAMPLE 2289,4,"LGG, PA/GG ST"
SAMPLE 2290,12,A IDH
SAMPLE 2291,12,"A IDH, HG"
SAMPLE 2292,14,"GBM, MID"
SAMPLE 2293,3,"GBM, RTK I"
SAMPLE 2294,3,"GBM, RTK I"
SAMPLE 2295,3,"GBM, RTK II"
SAMPLE 2296,12,O IDH
SAMPLE 2297,4,PXA
SAMPLE 2298,4,"LGG, PA PF"
SAMPLE 2299,12,O IDH
SAMPLE 2300,5,PLASMA
SAMPLE 2301,3,"GBM, MES"
SAMPLE 2302,4,"EPN, MPE"
SAMPLE 2303,2,LYMPHO
SAMPLE 2304,12,O IDH
SAMPLE 2305,5,"PIN T, PPT"
SAMPLE 2306,3,"GBM, RTK I"
SAMPLE 2307,3,"GBM, RTK II"
SAMPLE 2308,3,"GBM, MES"
SAMPLE 2309,3,"GBM, RTK I"
SAMPLE 2310,3,"GBM, RTK I"
SAMPLE 2311,3,"GBM, RTK I"
SAMPLE 2312,3,"GBM, RTK II"
SAMPLE 2313,3,"GBM, RTK II"
SAMPLE 2314,12,A IDH
SAMPLE 2315,12,A IDH
SAMPLE 2316,12,O IDH
SAMPLE 2317,12,O IDH
SAMPLE 2318,12,O IDH
SAMPLE 2319,5,"PIN T,  PB B"
SAMPLE 2320,3,"GBM, RTK I"
SAMPLE 2321,3,"GBM, RTK II"
SAMPLE 2322,4,"CONTR, INFLAM"
SAMPLE 2323,3,"GBM, RTK I"
SAMPLE 2324,3,"GBM, RTK II"
SAMPLE 2325,4,"EPN, MPE"
SAMPLE 2326,4,CHORDM
SAMPLE 2327,4,CHORDM
SAMPLE 2328,5,PLASMA
SAMPLE 2329,5,PLASMA
SAMPLE 2330,4,"LGG, RGNT"
SAMPLE 2331,3,"GBM, RTK I"
SAMPLE 2332,3,"GBM, RTK II"
SAMPLE 2333,3,"GBM, RTK I"
SAMPLE 2334,3,"GBM, MES"
SAMPLE 2335,4,"CONTR, INFLAM"
SAMPLE 2336,4,"CONTR, INFLAM"
SAMPLE 2337,14,"DMG, K27"
SAMPLE 2338,7,"GBM, G34"
SAMPLE 2339,12,O IDH
SAMPLE 2340,12,O IDH
SAMPLE 2341,12,A IDH
SAMPLE 2342,12,A IDH
SAMPLE 2343,12,"A IDH, HG"
SAMPLE 2344,3,"GBM, RTK I"
SAMPLE 2345,4,"EPN, PF B"
SAMPLE 2346,9,ETMR
SAMPLE 2347,4,PXA
SAMPLE 2348,11,"HGNET, BCOR"
SAMPLE 2349,12,O IDH
SAMPLE 2350,2,LYMPHO
SAMPLE 2351,12,O IDH
SAMPLE 2352,5,"PIN T,  PB A"
SAMPLE 2353,13,"MB, G4"
SAMPLE 2354,2,"ATRT, MYC"
SAMPLE 2355,2,"ATRT, TYR"
SAMPLE 2356,3,"GBM, MES"
SAMPLE 2357,7,"GBM, RTK III"
SAMPLE 2358,3,"GBM, RTK II"
SAMPLE 2359,11,"HGNET, BCOR"
SAMPLE 2360,4,"LGG, PA MID"
SAMPLE 2361,3,"GBM, RTK I"
SAMPLE 2362,6,SFT HMPC
SAMPLE 2363,12,A IDH
SAMPLE 2364,4,IHG
SAMPLE 2365,11,"HGNET, BCOR"
SAMPLE 2366,3,"GBM, RTK II"
SAMPLE 2367,4,"CONTR, INFLAM"
SAMPLE 2368,5,RETB
SAMPLE 2369,5,RETB
SAMPLE 2370,5,RETB
SAMPLE 2371,3,"GBM, MES"
SAMPLE 2372,4,"LGG, DNT"
SAMPLE 2373,5,RETB
SAMPLE 2374,5,RETB
SAMPLE 2375,5,RETB
SAMPLE 2376,5,RETB
SAMPLE 2377,5,RETB
SAMPLE 2378,5,RETB
SAMPLE 2379,5,RETB
SAMPLE 2380,5,RETB
SAMPLE 2381,5,RETB
SAMPLE 2382,5,RETB
SAMPLE 2383,5,RETB
SAMPLE 2384,4,ANA PA
SAMPLE 2385,4,ANA PA
SAMPLE 2386,5,"ENB, A"
SAMPLE 2387,5,"ENB, B"
SAMPLE 2388,5,"ENB, A"
SAMPLE 2389,3,"GBM, RTK I"
SAMPLE 2390,3,"GBM, RTK II"
SAMPLE 2391,6,"CPH, PAP"
SAMPLE 2392,12,O IDH
SAMPLE 2393,12,A IDH
SAMPLE 2394,4,"LGG, PA/GG ST"
SAMPLE 2395,2,"ATRT, MYC"
SAMPLE 2396,4,"LGG, PA MID"
SAMPLE 2397,12,A IDH
SAMPLE 2398,5,RETB
SAMPLE 2399,5,RETB
SAMPLE 2400,5,RETB
SAMPLE 2401,5,RETB
SAMPLE 2402,5,RETB
SAMPLE 2403,5,"ENB, B"
SAMPLE 2404,5,"ENB, B"
SAMPLE 2405,5,"ENB, A"
SAMPLE 2406,5,"ENB, A"
SAMPLE 2407,5,"ENB, B"
SAMPLE 2408,5,"ENB, A"
SAMPLE 2409,3,"GBM, RTK II"
SAMPLE 2410,6,"CPH, PAP"
SAMPLE 2411,13,"MB, G4"
SAMPLE 2412,4,"LGG, DNT"
SAMPLE 2413,4,ANA PA
SAMPLE 2414,3,"GBM, RTK II"
SAMPLE 2415,4,CN
SAMPLE 2416,3,"GBM, RTK II"
SAMPLE 2417,3,"GBM, RTK I"
SAMPLE 2418,4,"LGG, PA MID"
SAMPLE 2419,4,ANA PA
SAMPLE 2420,8,"A IDH, HG"
SAMPLE 2421,13,"MB, G4"
SAMPLE 2422,6,EWS
SAMPLE 2423,8,"A IDH, HG"
SAMPLE 2424,3,"GBM, RTK II"
SAMPLE 2425,3,"GBM, RTK I"
SAMPLE 2426,12,O IDH
SAMPLE 2427,4,"CONTR, REACT"
SAMPLE 2428,4,"LGG, PA/GG ST"
SAMPLE 2429,4,"LGG, DNT"
SAMPLE 2430,12,A IDH
SAMPLE 2431,12,A IDH
SAMPLE 2432,12,O IDH
SAMPLE 2433,4,"CONTR, REACT"
SAMPLE 2434,3,"GBM, RTK II"
SAMPLE 2435,12,O IDH
SAMPLE 2436,13,"MB, SHH CHL AD"
SAMPLE 2437,14,"DMG, K27"
SAMPLE 2438,14,"DMG, K27"
SAMPLE 2439,14,"DMG, K27"
SAMPLE 2440,3,"GBM, RTK I"
SAMPLE 2441,3,"GBM, RTK II"
SAMPLE 2442,12,A IDH
SAMPLE 2443,12,"A IDH, HG"
SAMPLE 2444,8,O IDH
SAMPLE 2445,4,"LGG, PA PF"
SAMPLE 2446,12,A IDH
SAMPLE 2447,1,"MB, SHH CHL AD"
SAMPLE 2448,6,SFT HMPC
SAMPLE 2449,8,"A IDH, HG"
SAMPLE 2450,3,"GBM, MES"
SAMPLE 2451,13,"MB, SHH CHL AD"
SAMPLE 2452,4,IHG
SAMPLE 2453,3,"GBM, RTK II"
SAMPLE 2454,14,ANA PA
SAMPLE 2455,11,"GBM, MYCN"
SAMPLE 2456,4,IHG
SAMPLE 2457,3,"GBM, RTK II"
SAMPLE 2458,6,SFT HMPC
SAMPLE 2459,13,"MB, G3"
SAMPLE 2460,12,A IDH
SAMPLE 2461,3,"GBM, MES"
SAMPLE 2462,4,"LGG, DNT"
SAMPLE 2463,13,"MB, WNT"
SAMPLE 2464,3,"GBM, RTK II"
SAMPLE 2465,13,"MB, G4"
SAMPLE 2466,6,EWS
SAMPLE 2467,13,"MB, G4"
SAMPLE 2468,3,"GBM, RTK II"
SAMPLE 2469,3,"GBM, RTK II"
SAMPLE 2470,8,"A IDH, HG"
SAMPLE 2471,12,O IDH
SAMPLE 2472,3,"GBM, RTK II"
SAMPLE 2473,3,"GBM, MES"
SAMPLE 2474,4,"LGG, PA/GG ST"
SAMPLE 2475,14,"GBM, MID"
SAMPLE 2476,4,ANA PA
SAMPLE 2477,14,"GBM, MID"
SAMPLE 2478,4,"LGG, PA/GG ST"
SAMPLE 2479,4,SCHW
SAMPLE 2480,4,PXA
SAMPLE 2481,4,PXA
SAMPLE 2482,11,"HGNET, BCOR"
SAMPLE 2483,6,MNG
SAMPLE 2484,12,O IDH
SAMPLE 2485,4,"EPN, MPE"
SAMPLE 2486,8,"A IDH, HG"
SAMPLE 2487,6,MNG
SAMPLE 2488,6,MNG
SAMPLE 2489,6,MNG
SAMPLE 2490,6,MNG
SAMPLE 2491,6,MNG
SAMPLE 2492,6,MNG
SAMPLE 2493,6,MNG
SAMPLE 2494,6,MNG
SAMPLE 2495,6,MNG
SAMPLE 2496,6,MNG
SAMPLE 2497,6,MNG
SAMPLE 2498,6,MNG
SAMPLE 2499,6,MNG
SAMPLE 2500,6,MNG
SAMPLE 2501,6,MNG
SAMPLE 2502,6,MNG
SAMPLE 2503,6,MNG
SAMPLE 2504,6,MNG
SAMPLE 2505,6,MNG
SAMPLE 2506,6,MNG
SAMPLE 2507,6,MNG
SAMPLE 2508,5,"PIN T, PPT"
SAMPLE 2509,5,"PIN T, PPT"
SAMPLE 2510,6,"PTPR, B"
SAMPLE 2511,6,"PTPR, B"
SAMPLE 2512,4,"LGG, RGNT"
SAMPLE 2513,4,"LGG, RGNT"
SAMPLE 2514,6,EWS
SAMPLE 2515,1,"MB, SHH INF"
SAMPLE 2516,2,"ATRT, TYR"
SAMPLE 2517,3,"GBM, RTK II"
SAMPLE 2518,4,PXA
SAMPLE 2519,3,"GBM, RTK I"
SAMPLE 2520,3,"GBM, RTK II"
SAMPLE 2521,3,"GBM, RTK II"
SAMPLE 2522,4,"LGG, PA MID"
SAMPLE 2523,14,ANA PA
SAMPLE 2524,7,"GBM, RTK III"
SAMPLE 2525,8,"A IDH, HG"
SAMPLE 2526,14,ANA PA
SAMPLE 2527,3,"GBM, RTK II"
SAMPLE 2528,13,"MB, G4"
SAMPLE 2529,12,A IDH
SAMPLE 2530,12,A IDH
SAMPLE 2531,4,"LGG, GG"
SAMPLE 2532,3,"GBM, MES"
SAMPLE 2533,12,A IDH
SAMPLE 2534,5,"CONTR, ADENOPIT"
SAMPLE 2535,4,"CONTR, PONS"
SAMPLE 2536,4,"CONTR, PONS"
SAMPLE 2537,4,"CONTR, WM"
SAMPLE 2538,6,"CONTR, PINEAL"
SAMPLE 2539,5,"CONTR, PINEAL"
SAMPLE 2540,4,"CONTR, PONS"
SAMPLE 2541,4,"CONTR, PONS"
SAMPLE 2542,4,"CONTR, WM"
SAMPLE 2543,4,"CONTR, PONS"
SAMPLE 2544,4,"CONTR, PONS"
SAMPLE 2545,4,"CONTR, PONS"
SAMPLE 2546,4,"CONTR, PONS"
SAMPLE 2547,4,"CONTR, PONS"
SAMPLE 2548,6,"CONTR, PINEAL"
SAMPLE 2549,4,"CONTR, PONS"
SAMPLE 2550,4,"CONTR, PONS"
SAMPLE 2551,4,"CONTR, PONS"
SAMPLE 2552,5,"CONTR, ADENOPIT"
SAMPLE 2553,10,"CNS NB, FOXR2"
SAMPLE 2554,5,"PIN T,  PB A"
SAMPLE 2555,5,"PIN T,  PB B"
SAMPLE 2556,10,"CNS NB, FOXR2"
SAMPLE 2557,10,"CNS NB, FOXR2"
SAMPLE 2558,11,"HGNET, BCOR"
SAMPLE 2559,10,"CNS NB, FOXR2"
SAMPLE 2560,10,"CNS NB, FOXR2"
SAMPLE 2561,5,"PIN T,  PB B"
SAMPLE 2562,10,"CNS NB, FOXR2"
SAMPLE 2563,5,"PIN T,  PB B"
SAMPLE 2564,5,"PIN T,  PB B"
SAMPLE 2565,5,"PIN T,  PB B"
SAMPLE 2566,5,"PIN T,  PB B"
SAMPLE 2567,10,"CNS NB, FOXR2"
SAMPLE 2568,5,"PIN T,  PB A"
SAMPLE 2569,5,"PIN T,  PB B"
SAMPLE 2570,4,"LGG, PA MID"
SAMPLE 2571,3,"GBM, RTK II"
SAMPLE 2572,14,"GBM, MID"
SAMPLE 2573,5,"PITAD, PRL"
SAMPLE 2574,4,PITUI
SAMPLE 2575,4,PITUI
SAMPLE 2576,4,PITUI
SAMPLE 2577,3,"GBM, RTK I"
SAMPLE 2578,4,"LGG, RGNT"
SAMPLE 2579,4,IHG
SAMPLE 2580,8,"A IDH, HG"
SAMPLE 2581,3,"GBM, RTK I"
SAMPLE 2582,2,"ATRT, SHH"
SAMPLE 2583,3,"GBM, MES"
SAMPLE 2584,4,CHGL
SAMPLE 2585,4,CHGL
SAMPLE 2586,4,CHGL
SAMPLE 2587,3,"GBM, RTK II"
SAMPLE 2588,3,"GBM, RTK I"
SAMPLE 2589,3,"GBM, RTK II"
SAMPLE 2590,3,"GBM, RTK II"
SAMPLE 2591,12,"A IDH, HG"
SAMPLE 2592,2,"ATRT, TYR"
SAMPLE 2593,2,"ATRT, MYC"
SAMPLE 2594,2,"ATRT, MYC"
SAMPLE 2595,4,ANA PA
SAMPLE 2596,8,"A IDH, HG"
SAMPLE 2597,14,"GBM, MID"
SAMPLE 2598,4,"LGG, DNT"
SAMPLE 2599,4,"LGG, DNT"
SAMPLE 2600,4,"LGG, MYB"
SAMPLE 2601,3,"GBM, MES"
SAMPLE 2602,4,ANA PA
SAMPLE 2603,4,"LGG, PA PF"
SAMPLE 2604,4,"LGG, PA PF"
SAMPLE 2605,4,"LGG, DNT"
SAMPLE 2606,4,"LGG, DNT"
SAMPLE 2607,3,"GBM, RTK II"
SAMPLE 2608,5,"PIN T,  PB B"
SAMPLE 2609,3,"GBM, RTK II"
SAMPLE 2610,3,"GBM, RTK II"
SAMPLE 2611,3,"GBM, MES"
SAMPLE 2612,4,"LGG, MYB"
SAMPLE 2613,4,"LGG, DNT"
SAMPLE 2614,3,"GBM, MES"
SAMPLE 2615,4,PITUI
SAMPLE 2616,3,"GBM, RTK I"
SAMPLE 2617,3,"GBM, RTK II"
SAMPLE 2618,12,"A IDH, HG"
SAMPLE 2619,4,PITUI
SAMPLE 2620,4,"LGG, MYB"
SAMPLE 2621,3,"GBM, RTK II"
SAMPLE 2622,3,"GBM, MES"
SAMPLE 2623,4,"CONTR, REACT"
SAMPLE 2624,4,PXA
SAMPLE 2625,4,PXA
SAMPLE 2626,4,PXA
SAMPLE 2627,4,PXA
SAMPLE 2628,4,PXA
SAMPLE 2629,4,PXA
SAMPLE 2630,4,PXA
SAMPLE 2631,11,"HGNET, MN1"
SAMPLE 2632,11,"HGNET, MN1"
SAMPLE 2633,3,"GBM, RTK II"
SAMPLE 2634,3,"GBM, MES"
SAMPLE 2635,4,"LGG, PA/GG ST"
SAMPLE 2636,4,CHGL
SAMPLE 2637,4,PITUI
SAMPLE 2638,4,PITUI
SAMPLE 2639,4,PITUI
SAMPLE 2640,4,PITUI
SAMPLE 2641,8,"A IDH, HG"
SAMPLE 2642,3,"GBM, RTK I"
SAMPLE 2643,3,"GBM, RTK II"
SAMPLE 2644,3,"GBM, MES"
SAMPLE 2645,4,DLGNT
SAMPLE 2646,12,O IDH
SAMPLE 2647,3,"GBM, RTK II"
SAMPLE 2648,11,"HGNET, MN1"
SAMPLE 2649,11,"GBM, MYCN"
SAMPLE 2650,12,A IDH
SAMPLE 2651,4,"LGG, PA MID"
SAMPLE 2652,8,"A IDH, HG"
SAMPLE 2653,8,"A IDH, HG"
SAMPLE 2654,8,"A IDH, HG"
SAMPLE 2655,12,A IDH
SAMPLE 2656,4,"CONTR, REACT"
SAMPLE 2657,4,CHGL
SAMPLE 2658,12,A IDH
SAMPLE 2659,12,O IDH
SAMPLE 2660,4,"LGG, PA PF"
SAMPLE 2661,12,"A IDH, HG"
SAMPLE 2662,8,"A IDH, HG"
SAMPLE 2663,12,A IDH
SAMPLE 2664,2,"ATRT, TYR"
